model,angle_set,curve,point_index,param_angle_rad,x_over_delta_xq,p_over_delta_pq
QG,A,V_init,140,1.2217304763960306,-0.20631646987356303,0.9987435013886738
QG,A,V_init,141,1.2304571226560024,-0.21034087091052078,0.9759281094879914
QG,A,V_init,142,1.239183768915974,-0.21434925367579072,0.9530383968833127
QG,A,V_init,143,1.2479104151759457,-0.2183413129155065,0.9300761067148724
QG,A,V_init,144,1.2566370614359172,-0.22231674461890094,0.9070429876499704
QG,A,V_init,145,1.265363707695889,-0.22627524604145843,0.8839407937497986
QG,A,V_init,146,1.2740903539558606,-0.23021651572796956,0.8607712843358674
QG,A,V_init,147,1.2828170002158321,-0.2341402535354885,0.8375362238560224
QG,A,V_init,148,1.2915436464758039,-0.23804616065619,0.8142373817500768
QG,A,V_init,149,1.3002702927357754,-0.24193393964012422,0.7908765323150635
QG,A,V_init,150,1.3089969389957472,-0.24580329441786963,0.7674554545701108
QG,A,V_init,151,1.3177235852557188,-0.24965393032307884,0.7439759321209686
QG,A,V_init,152,1.3264502315156905,-0.2534855541149196,0.7204397530241746
QG,A,V_init,153,1.335176877775662,-0.25729787400040516,0.6968487096508926
QG,A,V_init,154,1.3439035240356338,-0.26109059965661635,0.6732045985504107
QG,A,V_init,155,1.3526301702956054,-0.2648634422528104,0.6495092203133321
QG,A,V_init,156,1.361356816555577,-0.2686161144724163,0.6257643794344495
QG,A,V_init,157,1.3700834628155487,-0.2723483305349157,0.6019718841753272
QG,A,V_init,158,1.3788101090755203,-0.2760598062176053,0.5781335464265964
QG,A,V_init,159,1.387536755335492,-0.27975025887724253,0.5542511815699697
QG,A,V_init,160,1.3962634015954636,-0.283419407471569,0.5303266083399963
QG,A,V_init,161,1.4049900478554354,-0.2870669725807138,0.5063616486855543
QG,A,V_init,162,1.413716694115407,-0.2906926764284714,0.48235812763110664
QG,A,V_init,163,1.4224433403753787,-0.2942962429034567,0.4583178731377139
QG,A,V_init,164,1.4311699866353502,-0.29787739758013054,0.4342427159638324
QG,A,V_init,165,1.4398966328953218,-0.3014358677396994,0.4101344895258913
QG,A,V_init,166,1.4486232791552935,-0.30497138239088356,0.385995029758672
QG,A,V_init,167,1.457349925415265,-0.3084836722905538,0.36182617497549663
QG,A,V_init,168,1.4660765716752369,-0.3119724699642362,0.3376297657282293
QG,A,V_init,169,1.4748032179352084,-0.3154375097264802,0.31340764466711557
QG,A,V_init,170,1.4835298641951802,-0.3188785277010926,0.2891616564004527
QG,A,V_init,171,1.4922565104551517,-0.3222952618412321,0.2648936473541208
QG,A,V_init,172,1.5009831567151235,-0.32568745194936555,0.24060546563096474
QG,A,V_init,173,1.509709802975095,-0.3290548396970828,0.2162989608700596
QG,A,V_init,174,1.5184364492350666,-0.3323971686447695,0.19197598410584865
QG,A,V_init,175,1.5271630954950384,-0.33571418426113603,0.16763838762718225
QG,A,V_init,176,1.53588974175501,-0.33900563394260064,0.14328802483626024
QG,A,V_init,177,1.5446163880149817,-0.3422712670325269,0.11892675010748419
QG,A,V_init,178,1.5533430342749532,-0.34551083484031153,0.09455641864624445
QG,A,V_init,179,1.562069680534925,-0.34872409066032356,0.0701788863476341
QG,A,V_init,180,1.5707963267948966,-0.3519107897906915,0.045796009655120394
QG,A,V_init,181,1.5795229730548683,-0.3550706895519389,0.021409645419164364
QG,A,V_init,182,1.5882496193148399,-0.3582035493054648,-0.002978349244180521
QG,A,V_init,183,1.5969762655748114,-0.36130913047186963,-0.02736611709469932
QG,A,V_init,184,1.6057029118347832,-0.36438719654912394,-0.05175180090944974
QG,A,V_init,185,1.6144295580947547,-0.3674375131305786,-0.07613354362419504
QG,A,V_init,186,1.6231562043547265,-0.37045984792281617,-0.10050948847483099
QG,A,V_init,187,1.631882850614698,-0.37345397076334086,-0.12487777913878062
QG,A,V_init,188,1.6406094968746698,-0.37641965363810603,-0.1492365598763655
QG,A,V_init,189,1.6493361431346414,-0.37935667069887874,-0.17358397567212236
QG,A,V_init,190,1.6580627893946132,-0.3822647982804387,-0.1979181723760747
QG,A,V_init,191,1.6667894356545847,-0.38514381491761124,-0.22223729684492866
QG,A,V_init,192,1.6755160819145565,-0.38799350136213284,-0.24653949708320178
QG,A,V_init,193,1.684242728174528,-0.39081364059934776,-0.27082292238425487
QG,A,V_init,194,1.6929693744344996,-0.3936040178647346,-0.29508572347123485
QG,A,V_init,195,1.7016960206944713,-0.3963644206602611,-0.3193260526379023
QG,A,V_init,196,1.710422666954443,-0.39909463877056706,-0.3435420638893397
QG,A,V_init,197,1.7191493132144147,-0.401794464278973,-0.36773191308253533
QG,A,V_init,198,1.7278759594743862,-0.4044636915833134,-0.39189375806681714
QG,A,V_init,199,1.736602605734358,-0.407102117411595,-0.41602575882414444
QG,A,V_init,200,1.7453292519943295,-0.40970954083747574,-0.4401260776092274
QG,A,V_init,201,1.7540558982543013,-0.41228576329556677,-0.4641928790894835
QG,A,V_init,202,1.7627825445142729,-0.41483058859655353,-0.48822433048480074
QG,A,V_init,203,1.7715091907742444,-0.41734382294213673,-0.5122186017071141
QG,A,V_init,204,1.7802358370342162,-0.41982527493979066,-0.5361738654997732
