T_tomo_K,Omega_q_over_2pi_Hz,curve,point_index,param_angle_rad,X_q,P_q
0.001,0.1,sn_init,210,1.8325957145940461,0.3895147076816178,3.0461896280830025
0.001,0.1,sn_init,211,1.8413223608540177,0.39141729861621555,3.0386651812030325
0.001,0.1,sn_init,212,1.8500490071139892,0.39329008160809004,3.030909328204844
0.001,0.1,sn_init,213,1.858775653373961,0.39513291403756573,3.022922659726669
0.001,0.1,sn_init,214,1.8675022996339325,0.39694565556581807,3.014705783984236
0.001,0.1,sn_init,215,1.8762289458939043,0.39872816814556145,3.006259326724444
0.001,0.1,sn_init,216,1.8849555921538759,0.40048031603156176,2.9975839311777164
0.001,0.1,sn_init,217,1.8936822384138476,0.4022019657909737,2.988680258009011
0.001,0.1,sn_init,218,1.9024088846738192,0.40389298631350234,2.979548985267512
0.001,0.1,sn_init,219,1.911135530933791,0.405553248821388,2.970190808334992
0.001,0.1,sn_init,220,1.9198621771937625,0.40718262687921264,2.960606439872856
0.001,0.1,sn_init,221,1.928588823453734,0.4087809964035287,2.95079660976787
0.001,0.1,sn_init,222,1.9373154697137058,0.4103482356723088,2.9407620650765764
0.001,0.1,sn_init,223,1.9460421159736774,0.4118842253342146,2.9305035699684043
0.001,0.1,sn_init,224,1.9547687622336491,0.41338884841768664,2.9200219056674728
0.001,0.1,sn_init,225,1.9634954084936207,0.41486199033985155,2.9093178703931
0.001,0.1,sn_init,226,1.9722220547535925,0.4163035389152486,2.8983922792990153
0.001,0.1,sn_init,227,1.980948701013564,0.4177133843643726,2.8872459644112793
0.001,0.1,sn_init,228,1.9896753472735358,0.4190914193220342,2.8758797745649267
0.001,0.1,sn_init,229,1.9984019935335073,0.420437538845536,2.8642945753393194
0.001,0.1,sn_init,230,2.007128639793479,0.4217516404226645,2.852491248992233
0.001,0.1,sn_init,231,2.0158552860534504,0.42303362397949695,2.8404706943926663
0.001,0.1,sn_init,232,2.0245819323134224,0.42428339188802217,2.828233826952392
0.001,0.1,sn_init,233,2.033308578573394,0.4255008489735752,2.8157815785562437
0.001,0.1,sn_init,234,2.0420352248333655,0.42668590252208527,2.8031148974911466
0.001,0.1,sn_init,235,2.050761871093337,0.4278384622871367,2.790234748373905
0.001,0.1,sn_init,236,2.059488517353309,0.428958440496841,2.777142112077741
0.001,0.1,sn_init,237,2.0682151636132806,0.4300457518605213,2.7638379856575996
0.001,0.1,sn_init,238,2.076941809873252,0.4311003135752076,2.750323382274217
0.001,0.1,sn_init,239,2.0856684561332237,0.43212204533194243,2.7365993311169636
0.001,0.1,sn_init,240,2.0943951023931953,0.4331108693218967,2.7226668773254707
0.001,0.1,sn_init,241,2.1031217486531673,0.43406671024229526,2.708527081910036
0.001,0.1,sn_init,242,2.111848394913139,0.43498949530215125,2.6941810216708255
0.001,0.1,sn_init,243,2.1205750411731104,0.43587915422780965,2.6796297891158685
0.001,0.1,sn_init,244,2.129301687433082,0.43673561926829874,2.664874492377862
0.001,0.1,sn_init,245,2.138028333693054,0.43755882520049,2.6499162551297784
0.001,0.1,sn_init,246,2.1467549799530254,0.43834870933406433,2.6347562164993006
0.001,0.1,sn_init,247,2.155481626212997,0.4391052115162868,2.619395530982062
0.001,0.1,sn_init,248,2.1642082724729685,0.43982827413658726,2.6038353683537365
0.001,0.1,sn_init,249,2.17293491873294,0.440517842130948,2.5880769135809536
0.001,0.1,sn_init,250,2.181661564992912,0.4411738629860962,2.5721213667310523
0.001,0.1,sn_init,251,2.1903882112528836,0.441796286743504,2.5559699428807043
0.001,0.1,sn_init,252,2.199114857512855,0.4423850660031924,2.539623872023364
0.001,0.1,sn_init,253,2.2078415037728267,0.44294015592734115,2.5230843989756164
0.001,0.1,sn_init,254,2.2165681500327987,0.4434615142437036,2.5063527832823675
0.001,0.1,sn_init,255,2.2252947962927703,0.44394910124882525,2.4894302991209334
0.001,0.1,sn_init,256,2.234021442552742,0.444402879811068,2.4723182352039994
0.001,0.1,sn_init,257,2.2427480888127134,0.4448228153734375,2.4550178946814856
0.001,0.1,sn_init,258,2.251474735072685,0.4452088759562146,2.437530595041303
0.001,0.1,sn_init,259,2.260201381332657,0.44556103215939147,2.4198576680090245
0.001,0.1,sn_init,260,2.2689280275926285,0.4458792571649097,2.4020004594464677
0.001,0.1,sn_init,261,2.2776546738526,0.4461635267387032,2.3839603292492018
0.001,0.1,sn_init,262,2.2863813201125716,0.4464138192325431,2.3657386512429848
0.001,0.1,sn_init,263,2.2951079663725436,0.4466301155856871,2.347336813079145
0.001,0.1,sn_init,264,2.303834612632515,0.44681239932633043,2.328756216128908
0.001,0.1,sn_init,265,2.3125612588924866,0.44696065657286055,2.309998275376665
0.001,0.1,sn_init,266,2.321287905152458,0.447074876034914,2.2910644193122303
0.001,0.1,sn_init,267,2.3300145514124297,0.44715504901423675,2.271956089822048
0.001,0.1,sn_init,268,2.3387411976724017,0.44720116940534593,2.25267474207939
0.001,0.1,sn_init,269,2.3474678439323733,0.4472132336959951,2.2332218444335385
0.001,0.1,sn_init,270,2.356194490192345,0.44719124096744184,2.213598878297963
0.001,0.1,sn_init,271,2.3649211364523164,0.4471351928945177,2.193807338037509
0.001,0.1,sn_init,272,2.3736477827122884,0.4470450937455003,2.173848730854592
0.001,0.1,sn_init,273,2.38237442897226,0.44692095038178875,2.1537245766744237
0.001,0.1,sn_init,274,2.3911010752322315,0.4467627722573808,2.1334364080292585
0.001,0.1,sn_init,275,2.399827721492203,0.44657057141815304,2.1129857699416856
0.001,0.1,sn_init,276,2.4085543677521746,0.44634436250094356,2.092374219806976
0.001,0.1,sn_init,277,2.4172810140121466,0.4460841627324371,2.07160332727447
0.001,0.1,sn_init,278,2.426007660272118,0.44578999192785357,2.050674674128055
0.001,0.1,sn_init,279,2.4347343065320897,0.4454618724894386,2.0295898541656956
0.001,0.1,sn_init,280,2.443460952792061,0.4450998294047578,2.0083504730780644
0.001,0.1,sn_init,281,2.452187599052033,0.44470389024479373,1.9869581483262624
0.001,0.1,sn_init,282,2.4609142453120048,0.4442740851618464,1.9654145090186452
0.001,0.1,sn_init,283,2.4696408915719763,0.443810446887237,1.9437211957867546
0.001,0.1,sn_init,284,2.478367537831948,0.443313010728815,1.9218798606603822
