Omega_q_over_2pi_Hz,qg_qm_total_delta_h1,qg_qm_total_delta_h2,qg_qm_total_delta_h3,qg_total_delta_h1,qg_total_delta_h2,qg_total_delta_h3,sn_qm_total_delta_h1,sn_qm_total_delta_h2,sn_qm_total_delta_h3,sn_total_delta_h1,sn_total_delta_h2,sn_total_delta_h3,sn_term_SN_delta_h1,sn_term_SN_delta_h2,sn_term_SN_delta_h3,sn_minus_qg_total_delta_h1,sn_minus_qg_total_delta_h2,sn_minus_qg_total_delta_h3
0.013282739984823986,30.740014177698608,-13.654676612274876,12.218076305615105,30.740014177698608,-13.654676612274876,12.218076305615105,30.740014177698608,-13.654676612274876,12.218076305615105,32.054124831599843,-11.71460941888731,1.0540678928732274,1.3141106539012308,1.9400671933875664,-11.164008412741877,1.3141106539012348,1.9400671933875664,-11.164008412741877
0.01346351667972996,30.12430487371314,-13.472525715534978,12.1363026208418,30.12430487371314,-13.472525715534978,12.1363026208418,30.12430487371314,-13.472525715534978,12.1363026208418,31.390894292712954,-11.522703632727378,0.97262450476613649,1.2665894189998155,1.9498220828075965,-11.163678116075664,1.2665894189998141,1.9498220828076001,-11.163678116075664
0.013646753726450285,29.520910410547046,-13.292788879832159,12.055069252115016,29.520910410547046,-13.292788879832159,12.055069252115016,29.520910410547046,-13.292788879832159,12.055069252115016,30.740049227490111,-11.333169735583777,0.89213586899683384,1.2191388169430668,1.9596191442483821,-11.162933383118183,1.2191388169430653,1.9596191442483821,-11.162933383118183
0.013832484610114515,28.929585061308483,-13.115434532873465,11.974372767319259,28.929585061308483,-13.115434532873465,11.974372767319259,28.929585061308483,-13.115434532873465,11.974372767319259,30.101341531344044,-11.145979874229127,0.81260905415375251,1.1717564700355569,1.969454658644338,-11.161763713165508,1.1717564700355609,1.969454658644338,-11.161763713165508
0.014020743271581303,28.350087982886016,-12.940431503992926,11.894209753409482,28.350087982886016,-12.940431503992926,11.894209753409482,28.350087982886016,-12.940431503992926,11.894209753409482,29.474566946405329,-10.961087871856904,0.73405172939967545,1.1244789635193124,1.9793436321360254,-11.160158024009807,1.1244789635193122,1.9793436321360218,-11.160158024009807
0.01421156411364082,27.782183119550531,-12.767749019364096,11.814576816375199,27.782183119550531,-12.767749019364096,11.814576816375199,27.782183119550531,-12.767749019364096,11.814576816375199,28.859507484921799,-10.778457645700302,0.65647204225089451,1.0773243653712676,1.9892913736637929,-11.158104774124304,1.0773243653712683,1.9892913736637947,-11.158104774124304
0.014404982007301588,27.225639108403705,-12.597356697235806,11.735470581179102,27.225639108403705,-12.597356697235806,11.735470581179102,27.225639108403705,-12.597356697235806,11.735470581179102,28.255945690051075,-10.598038884947311,0.57988095994299005,1.0303065816473675,1.9993178122884956,-11.155589621236112,1.0303065816473698,1.9993178122884956,-11.155589621236112
0.014601032298162914,26.680229186681387,-12.42922454321781,11.656887691698595,26.680229186681387,-12.42922454321781,11.656887691698595,26.680229186681387,-12.42922454321781,11.656887691698595,27.663681564840072,-10.419789144831903,0.50428496932082989,0.98345237815868203,2.0094353983859072,-11.152602722377765,0.98345237815868458,2.0094353983859072,-11.152602722377765
0.01479975081287397,26.1457311008981,-12.263322945649257,11.578824810691865,26.1457311008981,-12.263322945649257,11.578824810691865,26.1457311008981,-12.263322945649257,11.578824810691865,27.082520659551804,-10.243672148155476,0.42969482997619979,0.93678955865370406,2.0196507974937816,-11.149129980715664,0.93678955865370384,2.0196507974937816,-11.149129980715665
0.015001173865680856,25.621927017714825,-12.099622670962077,11.501278619721774,25.621927017714825,-12.099622670962077,11.501278619721774,25.621927017714825,-12.099622670962077,11.501278619721774,26.512265250032318,-10.069646833436858,0.35611785445298927,0.89033823231749121,2.0299758375252246,-11.145160765268784,0.89033823231749309,2.0299758375252193,-11.145160765268784
0.015205338265062774,25.108603436581333,-11.93809485912546,11.424245819102962,25.108603436581333,-11.93809485912546,11.424245819102962,25.108603436581333,-11.93809485912546,11.424245819102962,25.952733733721885,-9.8976936554070374,0.28356646081252695,0.8441302971405511,2.0404012037184209,-11.140679358290434,0.84413029714055199,2.0404012037184227,-11.140679358290436
0.015412281320458427,24.605551104092864,-11.778711019142047,11.347723127853762,24.605551104092864,-11.778711019142047,11.347723127853762,24.605551104092864,-11.778711019142047,11.347723127853762,25.403741522143179,-9.7277566275952783,0.21204703838770089,0.7981904180503131,2.0509543915467709,-11.135676089466061,0.79819041805031432,2.0509543915467692,-11.135676089466061
