temp_index,T_K,t_eval_s,omega_q_t_eval,free_fidelity,free_distinguishability,sn_init_h1,sn_init_h2,sn_init_h3,qg_init_h1,qg_init_h2,qg_init_h3
246,8.387925571904532e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
247,8.460757772393278e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
248,8.534222373513435e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
249,8.608324866387861e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
250,8.683070789818668e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
251,8.758465730701347e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
252,8.834515324442231e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
253,8.91122525537985e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
254,8.988601257209686e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
255,9.06664911341279e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
256,9.145374657688127e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
257,9.224783774388486e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
258,9.304882398960454e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
259,9.385676518387938e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
260,9.46717217163971e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
261,9.54937545012085e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
262,9.632292498127922e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
263,9.715929513308378e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
264,9.800292747123665e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
265,9.885388505316556e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
266,9.971223148382528e-05,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
267,0.00010057803092045043,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
268,0.00010145134807735248,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
269,0.00010233224823075534,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
270,0.00010322079722367559,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
271,0.00010411706147084344,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
272,0.0001050211079636666,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
273,0.00010593300427523857,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
274,0.00010685281856538812,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
275,0.00010778061958577487,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
276,0.00010871647668502786,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
277,0.00010966045981392851,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
278,0.00011061263953064038,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
279,0.0001115730870059814,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
280,0.00011254187402874488,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
281,0.00011351907301106475,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
282,0.00011450475699382812,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
283,0.0001154989996521349,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
284,0.00011650187530080413,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
285,0.00011751345889992941,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
286,0.0001185338260604813,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
287,0.00011956305304995899,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
288,0.00012060121679809107,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
289,0.00012164839490258501,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
290,0.00012270466563492864,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
291,0.0001237701079462387,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
292,0.00012484480147316354,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
293,0.00012592882654383506,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
294,0.00012702226418387228,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
295,0.00012812519612243905,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
296,0.0001292377047983511,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
297,0.0001303598733662394,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
298,0.00013149178570276505,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
299,0.00013263352641288803,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
300,0.00013378518083619254,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
301,0.00013494683505326391,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
302,0.00013611857589212407,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
303,0.0001373004909347209,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
304,0.00013849266852347477,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
305,0.00013969519776788162,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
306,0.00014090816855117302,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
307,0.00014213167153703595,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
308,0.00014336579817638743,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
309,0.0001446106407142117,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
310,0.00014586629219645443,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
311,0.00014713284647697693,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
312,0.00014841039822457286,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
313,0.0001496990429300422,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
314,0.00015099887691333031,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
315,0.00015230999733072695,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
316,0.00015363250218212738,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
317,0.00015496649031835924,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
318,0.000156312061448569,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
319,0.00015766931614767635,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
320,0.000159038355863891,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
321,0.00016041928292629556,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
322,0.00016181220055249432,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
323,0.00016321721285632738,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
324,0.00016463442485565457,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
325,0.00016606394248020264,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
326,0.0001675058725794849,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
327,0.0001689603229307869,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
328,0.00017042740224722168,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
329,0.00017190722018585745,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
330,0.00017339988735591143,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
331,0.0001749055153270193,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
332,0.0001764242166375738,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
333,0.00017795610480313574,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
334,0.00017950129432492062,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
335,0.00018105990069835465,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
336,0.00018263204042170934,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
337,0.00018421783100480832,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
338,0.00018581739097781082,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
339,0.00018743083990007146,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
340,0.00018905829836907587,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
341,0.00019069988802945597,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
342,0.00019235573158208155,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
343,0.00019402595279323172,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
344,0.00019571067650384617,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
345,0.00019741002863885525,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
346,0.0001991241362165945,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
347,0.00020085312735829592,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
348,0.00020259713129766659,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
349,0.00020435627839054742,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
350,0.00020613070012465582,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
351,0.00020792052912941607,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
352,0.00020972589918586969,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
353,0.00021154694523667746,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
354,0.00021338380339620467,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
355,0.0002152366109606942,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
356,0.00021710550641853126,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
357,0.0002189906294605915,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
358,0.00022089212099068474,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
359,0.00022281012313608565,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
360,0.0002247447792581575,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
361,0.00022669623396306764,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
362,0.00022866463311259529,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
363,0.00023065012383503632,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
364,0.0002326528545361972,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
365,0.0002346729749104902,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
366,0.00023671063595212134,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
367,0.00023876598996637558,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
368,0.00024083919058100344,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
369,0.00024293039275770066,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
370,0.00024503975280369347,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
371,0.0002471674283834208,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
372,0.0002493135785303179,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
373,0.00025147836365870625,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
374,0.0002536619455757799,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
375,0.000255864487493703,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
376,0.0002580861540418074,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
377,0.00026032711127889845,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
378,0.0002625875267056672,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
379,0.00026486756927720904,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
380,0.00026716740941565514,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
381,0.000269487219022907,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
382,0.0002718271714934882,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
383,0.0002741874417275036,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
384,0.00027656820614371135,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
385,0.00027896964269271237,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
386,0.0002813919308702473,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
387,0.0002838352517306161,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
388,0.00028629978790020976,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
389,0.00028878572359115965,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
390,0.0002912932446151097,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
391,0.0002938225383971009,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
392,0.00029637379398958334,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
393,0.0002989472020865457,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
394,0.0003015429550377693,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
395,0.0003041612468632049,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
396,0.00030680227326747425,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
397,0.00030946623165449934,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
398,0.0003121533211422566,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
399,0.00031486374257766,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
400,0.0003175976985515739,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
401,0.0003203553934139539,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
402,0.00032313703328912496,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
403,0.00032594282609118316,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
404,0.0003287729815395402,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
405,0.0003316277111745975,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
406,0.00033450722837355645,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
407,0.0003374117483663711,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
408,0.0003403414882518307,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
409,0.00034329666701379065,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
410,0.000346277505537539,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
411,0.0003492842266263053,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
412,0.00035231705501791773,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
413,0.0003553762174015964,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
414,0.00035846194243490114,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
415,0.0003615744607608206,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
416,0.0003647140050250123,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
417,0.0003678808098931919,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
418,0.0003710751120686717,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
419,0.00037429715031005693,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
420,0.0003775471654490868,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
421,0.0003808254004086394,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
422,0.0003841321002208877,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
423,0.00038746751204561284,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
424,0.0003908318851886824,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
425,0.00039422547112067947,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
426,0.000397648523495703,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
427,0.00040110129817032584,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
428,0.00040458405322271697,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
429,0.00040809704897193605,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
430,0.00041164054799738554,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
431,0.00041521481515844147,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
432,0.0004188201176142485,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
433,0.0004224567248436891,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
434,0.0004261249086655264,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
435,0.0004298249432587187,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
436,0.0004335571051829184,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
437,0.0004373216733991371,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
438,0.0004411189292906011,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
439,0.0004449491566837824,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
440,0.00044881264186961083,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
441,0.00045270967362487824,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
442,0.00045664054323381684,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
443,0.00046060554450987615,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
444,0.0004646049738176823,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
445,0.0004686391300951881,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
446,0.00047270831487602246,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
447,0.00047681283231202146,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
448,0.00048095298919596807,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
449,0.0004851290949845206,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
450,0.000489341461821344,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
451,0.0004935904045604408,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
452,0.0004978762407896839,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
453,0.0005021992908545572,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
454,0.0005065598778820976,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
455,0.0005109583278050483,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
456,0.0005153949693862209,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
457,0.000519870134243066,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
458,0.0005243841568724663,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
459,0.0005289373746757308,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
460,0.00053353012798382,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
461,0.0005381627600827815,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
462,0.000542835617239407,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
463,0.0005475490487271207,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
464,0.0005523034068520769,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
465,0.0005570990469795,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
466,0.0005619363275602441,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
467,0.000566815610157583,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
468,0.0005717372594742418,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
469,0.0005767016433796482,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
470,0.0005817091329374358,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
471,0.0005867601024331761,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
472,0.000591854929402355,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
473,0.0005969939946585932,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
474,0.0006021776823221057,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
475,0.0006074063798484207,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
476,0.0006126804780573316,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
477,0.0006180003711621146,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
478,0.0006233664567989926,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
479,0.000628779136056854,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
480,0.000634238813507239,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
481,0.0006397458972345699,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
482,0.0006453007988666616,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
483,0.0006509039336054852,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
484,0.0006565557202582003,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
485,0.0006622565812684657,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
486,0.0006680069427480061,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
487,0.0006738072345084688,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
488,0.0006796578900935469,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
489,0.0006855593468113856,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
490,0.0006915120457672686,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
491,0.0006975164318965864,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
492,0.0007035729539980996,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
493,0.0007096820647674752,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
494,0.0007158442208311313,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
495,0.000722059882780364,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
496,0.0007283295152057728,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
497,0.0007346535867319934,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
498,0.0007410325700527153,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
499,0.0007474669419660214,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
500,0.0007539571834100235,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
501,0.0007605037794988069,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
502,0.0007671072195586989,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
503,0.0007737679971648326,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
504,0.0007804866101780478,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
505,0.0007872635607821,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
506,0.0007940993555211967,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
507,0.0008009945053378603,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
508,0.0008079495256111146,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
509,0.0008149649361950128,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
510,0.0008220412614574901,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
511,0.0008291790303195585,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
512,0.0008363787762948422,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
