temp_index,T_K,t_eval_s,omega_q_t_eval,free_fidelity,free_distinguishability,sn_init_h1,sn_init_h2,sn_init_h3,qg_init_h1,qg_init_h2,qg_init_h3
513,0.0008436410375294508,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
514,0.0008509663568422124,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
515,0.0008583552817652349,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
516,0.0008658083645848406,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
517,0.0008733261623828437,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
518,0.0008809092370781856,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
519,0.0008885581554689457,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
520,0.0008962734892746943,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
521,0.0009040558151792354,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
522,0.0009119057148737079,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
523,0.0009198237751000601,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
524,0.0009278105876949164,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
525,0.0009358667496338006,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
526,0.0009439928630757677,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
527,0.0009521895354084076,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
528,0.0009604573792932451,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
529,0.0009687970127115349,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
530,0.0009772090590104469,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
531,0.0009856941469496702,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
532,0.0009942529107483948,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
533,0.001002885990132729,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
534,0.0010115940303835093,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
535,0.0010203776823845348,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
536,0.001029237602671213,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
537,0.0010381744534796397,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
538,0.001047188902796093,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
539,0.0010562816244069633,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
540,0.0010654532979491164,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
541,0.0010747046089606897,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
542,0.001084036248932338,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
543,0.001093448915358916,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
544,0.0011029433117916126,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
545,0.0011125201478905384,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
546,0.0011221801394777715,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
547,0.001131924008590855,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
548,0.0011417524835367753,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
549,0.001151666298946392,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
550,0.0011616661958293517,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
551,0.0011717529216294738,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
552,0.0011819272302806194,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
553,0.0011921898822630393,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
554,0.0012025416446602242,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
555,0.0012129832912162349,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
556,0.0012235156023935373,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
557,0.0012341393654313395,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
558,0.0012448553744044296,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
559,0.0012556644302825352,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
560,0.0012665673409901883,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
561,0.0012775649214671141,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
562,0.0012886579937291449,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
563,0.0012998473869296615,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
564,0.0013111339374215643,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
565,0.0013225184888197945,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
566,0.0013340018920643844,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
567,0.0013455850054840625,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
568,0.0013572686948604116,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
569,0.0013690538334925747,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
570,0.00138094130226254,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
571,0.001392931989700975,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
572,0.0014050267920536436,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
573,0.0014172266133483937,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
574,0.0014295323654627322,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
575,0.0014419449681919766,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
576,0.0014544653493180147,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
577,0.0014670944446786452,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
578,0.0014798331982375287,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
579,0.001492682562154745,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
580,0.0015056434968579635,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
581,0.0015187169711142242,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
582,0.0015319039621023577,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
583,0.0015452054554860191,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
584,0.0015586224454873618,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
585,0.0015721559349613536,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
586,0.0015858069354707282,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
587,0.0015995764673616044,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
588,0.0016134655598397459,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
589,0.0016274752510474898,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
590,0.001641606588141345,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
591,0.0016558606273702615,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
592,0.0016702384341545742,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
593,0.001684741083165648,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
594,0.0016993696584061975,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
595,0.0017141252532913123,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
596,0.001729008970730187,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
597,0.0017440219232085499,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
598,0.0017591652328718282,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
599,0.0017744400316090144,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
600,0.0017898474611372723,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
601,0.001805388673087274,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
602,0.0018210648290892819,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
603,0.0018368771008599653,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
604,0.0018528266702899942,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
605,0.0018689147295323704,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
606,0.0018851424810915382,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
607,0.0019015111379132655,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
608,0.0019180219234753075,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
609,0.001934676071878848,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
610,0.0019514748279407536,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
611,0.0019684194472866113,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
612,0.001985511196444581,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
613,0.0020027513529400644,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
614,0.0020201412053911876,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
615,0.002037682053605129,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
616,0.0020553752086752653,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
617,0.002073221993079175,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
618,0.002091223740777482,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
619,0.0021093817973135694,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
620,0.00212769751991414,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
621,0.0021461722775906788,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
622,0.0021648074512417683,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
623,0.0021836044337563087,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
624,0.0022025646301176297,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
625,0.0022216894575084987,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
626,0.0022409803454170613,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
627,0.002260438735743679,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
628,0.002280066082908708,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
629,0.0022998638539612087,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
630,0.0023198335286886028,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
631,0.0023399765997272723,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
632,0.0023602945726741396,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
633,0.0023807889661991944,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
634,0.0024014613121590106,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
635,0.002422313155711242,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
636,0.002443346055430121,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
637,0.0024645615834229437,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
638,0.0024859613254475913,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
639,0.0025075468810310487,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
640,0.0025293198635889633,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
641,0.0025512819005462433,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
642,0.002573434633458689,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
643,0.0025957797181357066,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
644,0.0026183188247640614,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
645,0.0026410536380327195,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
646,0.0026639858572587703,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
647,0.0026871171965144433,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
648,0.002710449384755217,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
649,0.0027339841659490666,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
650,0.0027577232992068057,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
651,0.0027816685589135736,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
652,0.0028058217348614664,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
653,0.0028301846323833015,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
654,0.002854759072487577,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
655,0.0028795468919945695,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
656,0.002904549943673634,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
657,0.002929770096381684,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
658,0.002955209235202888,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
659,0.002980869261589555,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
660,0.0030067520935042774,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
661,0.0030328596655632787,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
662,0.003059193929181018,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
663,0.0030857568527160504,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
664,0.003112550421618154,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
665,0.003139576638576721,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
666,0.003166837523670466,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
667,0.003194335114518409,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
668,0.003222071466432175,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
669,0.003250048652569626,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
670,0.003278268764089805,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
671,0.0033067339103092586,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
672,0.0033354462188596875,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
673,0.003364407835846977,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
674,0.0033936209260116115,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
675,0.003423087672890478,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
676,0.003452810278980065,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
677,0.0034827909659011047,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
678,0.0035130319745646185,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
679,0.0035435355653394163,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
680,0.0035743040182210513,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
681,0.0036053396330022244,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
682,0.003636644729444704,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
683,0.0036682216474527036,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
684,0.00370007274724778,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
685,0.0037322004095452508,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
686,0.0037646070357321426,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
687,0.003797295048046671,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
688,0.003830266889759309,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
689,0.003863525025355401,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
690,0.0038970719407193685,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
691,0.003930910143320523,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
692,0.003965042162400487,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
693,0.003999470549162232,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
694,0.004034197876960784,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
695,0.004069226741495563,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
696,0.004104559761004396,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
697,0.004140199576459225,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
698,0.004176148851763488,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
699,0.004212410273951262,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
700,0.004248986553388083,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
701,0.004285880423973543,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
702,0.004323094643345631,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
703,0.0043606319930868595,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
704,0.004398495278932157,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
705,0.004436687330978612,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
706,0.004475211003896981,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
707,0.004514069177145081,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
708,0.004553264755183008,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
709,0.004592800667690216,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
710,0.004632679869784527,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
711,0.0046729053422429915,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
712,0.004713480091724688,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
713,0.0047544071509954605,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
714,0.0047956895791546085,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
715,0.004837330461863519,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
716,0.00487933291157633,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
717,0.0049217000677725595,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
718,0.004964435097191766,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
719,0.005007541194070246,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
720,0.005051021580379798,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
721,0.005094879506068526,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
722,0.005139118249303785,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
723,0.005183741116717193,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
724,0.0052287514436517865,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
725,0.00527415259441133,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
726,0.005319947962511759,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
727,0.005366140970934858,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
728,0.005412735072384094,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
729,0.005459733749542693,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
730,0.005507140515333957,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
731,0.0055549589131838354,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
732,0.005603192517285767,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
733,0.005651844932867859,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
734,0.005700919796462342,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
735,0.005750420776177388,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
736,0.005800351571971289,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
737,0.005850715915928988,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
738,0.00590151757254107,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
739,0.005952760338985114,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
740,0.00600444804540952,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
741,0.0060565845552197975,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
742,0.006109173765367339,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
743,0.006162219606640671,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
744,0.006215726043959306,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
745,0.006269697076670071,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
746,0.006324136738846044,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
747,0.006379049099588087,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
748,0.006434438263328995,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
749,0.006490308370140252,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
750,0.006546663596041531,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
751,0.006603508153312794,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
752,0.006660846290809154,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
753,0.0067186822942784585,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
754,0.006777020486681604,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
755,0.006835865228515693,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
756,0.0068952209181399405,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
757,0.006955091992104427,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
758,0.00701548292548172,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
759,0.007076398232201358,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
760,0.007137842465387231,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
761,0.0071998202176979335,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
762,0.007262336121670027,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
763,0.0073253948500642966,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
764,0.007389001116215032,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
765,0.007453159674382292,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
766,0.00751787532010731,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
767,0.007583152890570905,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
768,0.0076489972649550495,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
769,0.007715413364807557,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
770,0.007782406154409961,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
771,0.007849980641148531,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
772,0.007918141875888605,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
773,0.007986894953352077,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
774,0.008056245012498221,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
775,0.008126197236907802,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
776,0.0081967568551705,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
777,0.00826792914127576,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
778,0.008339719415006976,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
779,0.008412133042339114,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
780,0.008485175435839808,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
781,0.008558852055073918,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
