branch_id,temp_index,T_K,Omega_q_over_2pi_Hz,det_V_SN_recon,iterations
1.0,110.0,2.588309881357663e-05,6.436113534969049,1.6203467033113853e-05,1.0
1.0,110.5,2.599522716843655e-05,6.372510687837319,2.067332254496305e-05,1.0
1.0,111.0,2.6107841275333118e-05,6.309657181908799,5.810591638311767e-06,1.0
1.0,111.5,2.622094323859619e-05,6.247784264920866,1.386265014746808e-05,1.0
1.0,112.0,2.6334535171671748e-05,6.186085964402077,2.846909606919727e-06,1.0
1.0,112.5,2.6448619197161462e-05,6.125756143623012,2.2017696401200666e-05,1.0
1.0,113.0,2.6563197446862354e-05,6.065274367033858,-1.9810978618616747e-05,1.0
1.0,113.5,2.6678272061806583e-05,6.006416750478792,-1.8600615200283502e-05,1.0
1.0,114.0,2.6793845192301552e-05,5.946955254650025,-4.428568857653696e-05,0.0
1.0,114.5,2.6909918997970018e-05,5.890266618254662,2.3203216074187654e-05,1.0
1.0,115.0,2.70264956477904e-05,5.832830972018688,4.594671929685443e-06,1.0
1.0,115.5,2.7143577320137372e-05,5.776247829385242,2.2973498410164108e-05,1.0
1.0,116.0,2.7261166202822605e-05,5.720763557789191,3.635621364106306e-05,1.0
1.0,116.5,2.737926449313561e-05,5.665151227043705,1.183800080552824e-05,1.0
1.0,117.0,2.7497874397884737e-05,5.610624988173445,2.5176116179168148e-05,1.0
1.0,117.5,2.7616998133438492e-05,5.556616960498921,2.3810802201267034e-05,1.0
1.0,118.0,2.7736637925766926e-05,5.5030924248906095,1.1943720896182463e-05,1.0
1.0,118.5,2.7856796010483198e-05,5.450343955245933,1.903266237062723e-05,1.0
1.0,119.0,2.797747463288545e-05,5.3982935382450306,2.1932408548555232e-05,1.0
1.0,119.5,2.8098676047998687e-05,5.346723848714406,1.357746354948668e-05,1.0
1.0,120.0,2.8220402520616872e-05,5.295646716782323,1.853802241935672e-05,1.0
1.0,120.5,2.8342656325345293e-05,5.245057317535771,1.468331029413483e-05,1.0
1.0,121.0,2.846543974664313e-05,5.195372297749771,2.648988010303113e-05,1.0
1.0,121.5,2.8588755078866093e-05,5.146072895520356,1.2979073739556813e-05,1.0
1.0,122.0,2.8712604626309217e-05,5.0974281867126345,2.39488564397597e-05,1.0
1.0,122.5,2.8836990703250024e-05,5.049301109911303,1.2287309654092767e-05,1.0
1.0,123.0,2.8961915633991736e-05,5.001031166992947,-3.379905524117052e-05,0.0
1.0,123.5,2.908738175290667e-05,4.954805915112441,2.2510104474194923e-05,1.0
1.0,124.0,2.9213391404479956e-05,4.908105136697701,3.2150673428985925e-06,1.0
1.0,124.5,2.933994694335329e-05,4.862333624994229,2.8517698513231948e-05,1.0
1.0,125.0,2.9467050734368862e-05,4.816990256011579,3.179437886009779e-05,1.0
1.0,125.5,2.9594705152613612e-05,4.772015546167311,2.2924492008545704e-05,1.0
